ID_LOJA,NOME_LOJA,DATA,CONTAGEM_CLIENTES
510,ITACOATIARA,2024-01-02,2890
510,ITACOATIARA,2024-01-03,2371
510,ITACOATIARA,2024-01-04,2341
510,ITACOATIARA,2024-01-05,2173
510,ITACOATIARA,2024-01-06,2106
510,ITACOATIARA,2024-01-07,540
510,ITACOATIARA,2024-01-08,3002
510,ITACOATIARA,2024-01-09,1839
510,ITACOATIARA,2024-01-10,1857
510,ITACOATIARA,2024-01-11,1719
510,ITACOATIARA,2024-01-12,1511
510,ITACOATIARA,2024-01-13,1387
510,ITACOATIARA,2024-01-14,237
510,ITACOATIARA,2024-01-15,1919
510,ITACOATIARA,2024-01-16,1744
510,ITACOATIARA,2024-01-17,1564
510,ITACOATIARA,2024-01-18,3470
510,ITACOATIARA,2024-01-19,3338
510,ITACOATIARA,2024-01-20,2151
510,ITACOATIARA,2024-01-21,599
510,ITACOATIARA,2024-01-22,2942
510,ITACOATIARA,2024-01-23,2145
510,ITACOATIARA,2024-01-24,1776
510,ITACOATIARA,2024-01-25,1704
510,ITACOATIARA,2024-01-26,2116
510,ITACOATIARA,2024-01-27,1578
510,ITACOATIARA,2024-01-28,478
510,ITACOATIARA,2024-01-29,2581
510,ITACOATIARA,2024-01-30,2894
510,ITACOATIARA,2024-01-31,3242
510,ITACOATIARA,2024-02-01,2557
510,ITACOATIARA,2024-02-02,2606
510,ITACOATIARA,2024-02-03,1902
510,ITACOATIARA,2024-02-04,576
510,ITACOATIARA,2024-02-05,2869
510,ITACOATIARA,2024-02-06,2586
510,ITACOATIARA,2024-02-07,2456
510,ITACOATIARA,2024-02-08,2039
510,ITACOATIARA,2024-02-09,2001
510,ITACOATIARA,2024-02-10,1754
510,ITACOATIARA,2024-02-11,463
510,ITACOATIARA,2024-02-12,1797
510,ITACOATIARA,2024-02-13,439
510,ITACOATIARA,2024-02-14,1265
510,ITACOATIARA,2024-02-15,2066
510,ITACOATIARA,2024-02-16,2502
510,ITACOATIARA,2024-02-17,2032
510,ITACOATIARA,2024-02-18,421
510,ITACOATIARA,2024-02-19,2492
510,ITACOATIARA,2024-02-20,2138
510,ITACOATIARA,2024-02-21,1941
510,ITACOATIARA,2024-02-22,2046
510,ITACOATIARA,2024-02-23,2158
510,ITACOATIARA,2024-02-24,1620
510,ITACOATIARA,2024-02-25,472
510,ITACOATIARA,2024-02-26,2303
510,ITACOATIARA,2024-02-27,2374
510,ITACOATIARA,2024-02-28,2830
510,ITACOATIARA,2024-02-29,3845
510,ITACOATIARA,2024-03-01,3228
510,ITACOATIARA,2024-03-02,2253
510,ITACOATIARA,2024-03-03,646
510,ITACOATIARA,2024-03-04,2744
510,ITACOATIARA,2024-03-05,2623
510,ITACOATIARA,2024-03-06,2302
510,ITACOATIARA,2024-03-07,2340
510,ITACOATIARA,2024-03-08,2284
510,ITACOATIARA,2024-03-09,1843
510,ITACOATIARA,2024-03-10,579
510,ITACOATIARA,2024-03-11,2137
510,ITACOATIARA,2024-03-12,1772
510,ITACOATIARA,2024-03-13,1616
510,ITACOATIARA,2024-03-14,1667
510,ITACOATIARA,2024-03-15,2043
510,ITACOATIARA,2024-03-16,1622
510,ITACOATIARA,2024-03-17,493
510,ITACOATIARA,2024-03-18,2029
510,ITACOATIARA,2024-03-19,1949
510,ITACOATIARA,2024-03-20,2041
510,ITACOATIARA,2024-03-21,1793
510,ITACOATIARA,2024-03-22,2095
510,ITACOATIARA,2024-03-23,1489
510,ITACOATIARA,2024-03-24,487
510,ITACOATIARA,2024-03-25,2316
510,ITACOATIARA,2024-03-26,2222
510,ITACOATIARA,2024-03-27,2485
510,ITACOATIARA,2024-03-28,2884
510,ITACOATIARA,2024-03-29,1002
510,ITACOATIARA,2024-03-30,2582
510,ITACOATIARA,2024-03-31,646
510,ITACOATIARA,2024-04-01,3844
510,ITACOATIARA,2024-04-02,2532
510,ITACOATIARA,2024-04-03,2279
510,ITACOATIARA,2024-04-04,2362
510,ITACOATIARA,2024-04-05,2456
510,ITACOATIARA,2024-04-06,2138
510,ITACOATIARA,2024-04-07,691
510,ITACOATIARA,2024-04-08,2579
510,ITACOATIARA,2024-04-09,1894
510,ITACOATIARA,2024-04-10,1849
510,ITACOATIARA,2024-04-11,1703
510,ITACOATIARA,2024-04-12,1495
510,ITACOATIARA,2024-04-13,1488
510,ITACOATIARA,2024-04-14,492
510,ITACOATIARA,2024-04-15,2146
510,ITACOATIARA,2024-04-16,1743
510,ITACOATIARA,2024-04-17,1621
510,ITACOATIARA,2024-04-18,1788
510,ITACOATIARA,2024-04-19,2043
510,ITACOATIARA,2024-04-20,1825
510,ITACOATIARA,2024-04-21,379
510,ITACOATIARA,2024-04-22,2247
510,ITACOATIARA,2024-04-23,1860
510,ITACOATIARA,2024-04-24,2094
510,ITACOATIARA,2024-04-25,1089
510,ITACOATIARA,2024-04-26,3490
510,ITACOATIARA,2024-04-27,2142
510,ITACOATIARA,2024-04-28,608
510,ITACOATIARA,2024-04-29,3657
510,ITACOATIARA,2024-04-30,3893
510,ITACOATIARA,2024-05-01,1281
510,ITACOATIARA,2024-05-02,3307
510,ITACOATIARA,2024-05-03,2895
510,ITACOATIARA,2024-05-04,2401
510,ITACOATIARA,2024-05-05,672
510,ITACOATIARA,2024-05-06,2897
510,ITACOATIARA,2024-05-07,2756
510,ITACOATIARA,2024-05-08,2602
510,ITACOATIARA,2024-05-09,2308
510,ITACOATIARA,2024-05-10,1788
510,ITACOATIARA,2024-05-11,1798
510,ITACOATIARA,2024-05-12,444
510,ITACOATIARA,2024-05-13,1237
510,ITACOATIARA,2024-05-14,1327
510,ITACOATIARA,2024-05-15,1216
510,ITACOATIARA,2024-05-16,1195
510,ITACOATIARA,2024-05-17,1295
510,ITACOATIARA,2024-05-18,1296
510,ITACOATIARA,2024-05-19,349
510,ITACOATIARA,2024-05-20,1528
510,ITACOATIARA,2024-05-21,1495
510,ITACOATIARA,2024-05-22,1497
510,ITACOATIARA,2024-05-23,1853
510,ITACOATIARA,2024-05-24,2108
510,ITACOATIARA,2024-05-25,1623
510,ITACOATIARA,2024-05-26,469
510,ITACOATIARA,2024-05-27,2132
510,ITACOATIARA,2024-05-28,2596
510,ITACOATIARA,2024-05-29,2311
510,ITACOATIARA,2024-05-30,1676
510,ITACOATIARA,2024-05-31,3840
510,ITACOATIARA,2024-06-01,2340
510,ITACOATIARA,2024-06-02,566
510,ITACOATIARA,2024-06-03,3221
510,ITACOATIARA,2024-06-04,2861
510,ITACOATIARA,2024-06-05,2652
510,ITACOATIARA,2024-06-06,2817
510,ITACOATIARA,2024-06-07,2721
510,ITACOATIARA,2024-06-08,2094
510,ITACOATIARA,2024-06-09,550
510,ITACOATIARA,2024-06-10,2620
510,ITACOATIARA,2024-06-11,1952
510,ITACOATIARA,2024-06-12,1847
510,ITACOATIARA,2024-06-13,1560
510,ITACOATIARA,2024-06-14,1659
510,ITACOATIARA,2024-06-15,1570
510,ITACOATIARA,2024-06-16,487
510,ITACOATIARA,2024-06-17,2063
510,ITACOATIARA,2024-06-18,1887
510,ITACOATIARA,2024-06-19,1748
510,ITACOATIARA,2024-06-20,1968
510,ITACOATIARA,2024-06-21,2056
510,ITACOATIARA,2024-06-22,1630
510,ITACOATIARA,2024-06-23,509
510,ITACOATIARA,2024-06-24,2090
510,ITACOATIARA,2024-06-25,2213
510,ITACOATIARA,2024-06-26,2497
510,ITACOATIARA,2024-06-27,3148
510,ITACOATIARA,2024-06-28,3782
510,ITACOATIARA,2024-06-29,1254
510,ITACOATIARA,2024-06-30,851
510,ITACOATIARA,2024-07-01,4133
510,ITACOATIARA,2024-07-02,3271
510,ITACOATIARA,2024-07-03,2725
510,ITACOATIARA,2024-07-04,2503
510,ITACOATIARA,2024-07-05,2725
510,ITACOATIARA,2024-07-06,2101
510,ITACOATIARA,2024-07-07,570
510,ITACOATIARA,2024-07-08,2917
510,ITACOATIARA,2024-07-09,2044
510,ITACOATIARA,2024-07-10,1672
510,ITACOATIARA,2024-07-11,1667
510,ITACOATIARA,2024-07-12,1505
510,ITACOATIARA,2024-07-13,1377
510,ITACOATIARA,2024-07-14,544
510,ITACOATIARA,2024-07-15,1972
510,ITACOATIARA,2024-07-16,1555
510,ITACOATIARA,2024-07-17,1435
510,ITACOATIARA,2024-07-18,1718
510,ITACOATIARA,2024-07-23,1188
510,ITACOATIARA,2024-07-24,1823
510,ITACOATIARA,2024-07-25,1999
510,ITACOATIARA,2024-07-26,2446
510,ITACOATIARA,2024-07-27,2181
510,ITACOATIARA,2024-07-28,499
510,ITACOATIARA,2024-07-29,2948
510,ITACOATIARA,2024-07-30,2922
510,ITACOATIARA,2024-07-31,2836
510,ITACOATIARA,2024-08-01,2524
510,ITACOATIARA,2024-08-02,2515
510,ITACOATIARA,2024-08-03,2040
510,ITACOATIARA,2024-08-04,597
510,ITACOATIARA,2024-08-05,2773
510,ITACOATIARA,2024-08-06,2466
510,ITACOATIARA,2024-08-07,2457
510,ITACOATIARA,2024-08-08,2103
510,ITACOATIARA,2024-08-09,2034
510,ITACOATIARA,2024-08-10,1881
510,ITACOATIARA,2024-08-11,643
510,ITACOATIARA,2024-08-12,1871
510,ITACOATIARA,2024-08-13,1815
510,ITACOATIARA,2024-08-14,1631
510,ITACOATIARA,2024-08-15,1771
510,ITACOATIARA,2024-08-16,1660
510,ITACOATIARA,2024-08-17,1528
510,ITACOATIARA,2024-08-18,434
510,ITACOATIARA,2024-08-19,1896
510,ITACOATIARA,2024-08-20,2014
510,ITACOATIARA,2024-08-21,1753
510,ITACOATIARA,2024-08-22,1755
510,ITACOATIARA,2024-08-23,1994
510,ITACOATIARA,2024-08-24,1653
510,ITACOATIARA,2024-08-25,478
510,ITACOATIARA,2024-08-26,2265
510,ITACOATIARA,2024-08-27,2208
510,ITACOATIARA,2024-08-28,2154
510,ITACOATIARA,2024-08-29,2902
510,ITACOATIARA,2024-08-30,3346
510,ITACOATIARA,2024-08-31,2241
510,ITACOATIARA,2024-09-01,796
510,ITACOATIARA,2024-09-02,3251
510,ITACOATIARA,2024-09-03,2679
510,ITACOATIARA,2024-09-04,2439
510,ITACOATIARA,2024-09-05,1157
510,ITACOATIARA,2024-09-06,3030
510,ITACOATIARA,2024-09-07,1095
510,ITACOATIARA,2024-09-08,764
510,ITACOATIARA,2024-09-09,3572
510,ITACOATIARA,2024-09-10,2480
510,ITACOATIARA,2024-09-11,1831
510,ITACOATIARA,2024-09-12,1746
510,ITACOATIARA,2024-09-13,1657
510,ITACOATIARA,2024-09-14,1611
510,ITACOATIARA,2024-09-15,528
510,ITACOATIARA,2024-09-16,1922
510,ITACOATIARA,2024-09-17,3357
510,ITACOATIARA,2024-09-18,2497
510,ITACOATIARA,2024-09-19,2153
510,ITACOATIARA,2024-09-20,2060
510,ITACOATIARA,2024-09-21,1675
510,ITACOATIARA,2024-09-22,468
510,ITACOATIARA,2024-09-23,2007
510,ITACOATIARA,2024-09-24,1703
510,ITACOATIARA,2024-09-25,1742
510,ITACOATIARA,2024-09-26,1919
510,ITACOATIARA,2024-09-27,2764
510,ITACOATIARA,2024-09-28,2400
